# stock index ref;MNEMO;alt_name:::encoding=ISO-8859-1
351	ALTR	ALTRI
351	BCP	Banco Comercial Português
351	COR	Corticeira Amorim
351	CTT	CTT Correios de Portugal
351	EDP	Energias de Portugal
351	EDPR	EDP Renováveis
351	GALP	GALP Energia
351	IBS	Ibersol
351	JMT	Jerónimo Martins
351	EGL	Mota Engil
351	NOS	NOS
351	PHR	PHAROL
351	RAM	Ramada
351	RENE	Rede Eletrica Nacional
351	SEM	SEMAPA
351	SON	SONAE
351	SONC	SONAE Capital
351	NVG	The Navigator Company
