#stock index ref;MNEMO;weight
351	EDP	14.01
351	JMT	13.55
351	GALP	12.26
351	BCP	10.64
351	NOS	9.36
351	RENE	7.55
351	EDPR	6.93
351	NVG	5.85
351	SON	5.51
351	ALTR	3.09
351	COR	2.84
351	CTT	2.72
351	SEM	2.53
351	EGL	1.18
351	IBS	0.76
351	SONC	0.5
351	PHR	0.44
351	RAM	0.28
